month,av_flow
1,53.42160255948987
2,58.55751037283951
3,38.78519516616654
4,52.53093600775194
5,213.6794315843961
6,445.9456635643411
7,789.9085259447005
8,705.878243172043
9,420.4625271579365
10,131.50982000384025
11,66.85263800238096
12,49.993769483102916
