lat,lon,weight,grid_area
28.74658097,83.953125,0.087868972,213995712
28.60601089,84.234375,0.64443039,214277127
28.88715105,84.09375,30.70636597,213713013
28.74658097,84.09375,64.76805803,213995712
28.74658097,84.234375,30.93506574,213995712
28.88715105,84.234375,1.783605903,213713013
