lat,lon,weight,grid_area
28.60601089,84.234375,3.572218625,214277127
28.74658097,84.375,68.15020554,213995712
28.88715105,84.09375,0.462231237,213713013
28.74658097,84.234375,64.26131063,213995712
28.74658097,84.515625,0.012299874,213995712
28.60601089,84.375,0.182633643,214277127
28.88715105,84.234375,51.7067747,213713013
28.88715105,84.375,26.38524163,213713013
